CONDITION,COND_AI,COND_GRADUATION,choiceA,QualityA,QualityB,Explanation,age,male,StartDate,EndDate,IPAddress,Duration
4,1,1,1,5,3,There is some wisdom in age. I'm sure the 61 year old doctor is a little more experienced.,44,1,12/15/22 9:17,12/15/22 9:21,,211
4,1,1,1,5,4,"They are older. So, they should be more experienced.",52,1,12/15/22 9:15,12/15/22 9:21,,360
4,1,1,0,6,6,I feel that the younger doctor would be more adaptable to new technology.,42,1,12/15/22 9:13,12/15/22 9:21,,459
4,1,1,1,5,4,"I thought they would have more experience, as they were older.",27,0,12/15/22 9:18,12/15/22 9:22,,265
4,1,1,1,2,4,I feel the older doctor has more experience.,42,0,12/15/22 9:19,12/15/22 9:23,,219
4,1,1,1,7,6,Because the doctor has more experience in the field of study and test.,31,0,12/15/22 9:16,12/15/22 9:25,,528
4,1,1,0,5,6,The younger doctor will be more up to date on current procedures,29,0,12/15/22 9:24,12/15/22 9:29,,282
4,1,1,0,4,6,"I prefer doctors to be following regulations, scientific research, and treatment that is current with modern society because the world is constantly changing. I trust younger, but also experienced doctors to integrate this into decision-making.",21,0,12/15/22 9:24,12/15/22 9:29,,326
4,1,1,1,6,5,I think an older doctor has more experience and therefore would likely make a more accurate diagnosis.,45,0,12/15/22 9:24,12/15/22 9:30,,387
4,1,1,0,5,6,I would pick the younger doctor as science is constantly changing. The younger doctor would have graduated more recently and might have more knowledge than the other.,36,0,12/15/22 8:38,12/15/22 8:43,,307
4,1,1,1,6,5,Been in practice much longer so has more knowledge through life experiences besides the educational background.,42,0,12/15/22 8:37,12/15/22 8:45,,430
4,1,1,1,6,5,The older doctor is more experienced.,44,0,12/15/22 8:36,12/15/22 8:56,,1228
4,1,1,1,4,4,"Doctor A has more experience than Dr B. In the absence of any other data, I am assuming they will have been exposed to more CVS data and have a more refined medical intuition,",53,0,12/15/22 8:54,12/15/22 9:01,,473
4,1,1,0,6,6,Getting out of school more recently may give this doctor a little more up to date information.,60,0,12/15/22 8:47,12/15/22 9:13,,1555
4,1,1,1,6,7,I feel very happy,54,0,12/15/22 9:09,12/15/22 9:22,,789
